job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
job_0_0,w0,134,0.000000,60,54000.000000,1,COMPLETED_SUCCESSFULLY,0.002400,134.000000,134.002400,0.002400,134.002400,1.000018,0-59,-1.000000,""
job_1_0,w0,9,2684.000000,4,3600.000000,1,COMPLETED_SUCCESSFULLY,2684.002400,9.000000,2693.002400,0.002400,9.002400,1.000267,0-3,-1.000000,""
job_2_0,w0,7,2892.000000,4,3600.000000,1,COMPLETED_SUCCESSFULLY,2892.001800,7.000000,2899.001800,0.001800,7.001800,1.000257,0-3,-1.000000,""
job_3_0,w0,8,2999.000000,4,3600.000000,1,COMPLETED_SUCCESSFULLY,2999.001800,8.000000,3007.001800,0.001800,8.001800,1.000225,0-3,-1.000000,""
job_4_0,w0,14,3060.000000,2,3600.000000,1,COMPLETED_SUCCESSFULLY,3060.001800,14.000000,3074.001800,0.001800,14.001800,1.000129,0-1,-1.000000,""
job_5_0,w0,4304,5262.000000,4,28800.000000,1,COMPLETED_SUCCESSFULLY,5262.001800,4304.000000,9566.001800,0.001800,4304.001800,1.000000,0-3,-1.000000,""
job_11_0,w0,17,10460.000000,18,10800.000000,1,COMPLETED_SUCCESSFULLY,10460.001800,17.000000,10477.001800,0.001800,17.001800,1.000106,46-63,-1.000000,""
job_12_0,w0,65,10477.000000,6,7800.000000,1,COMPLETED_SUCCESSFULLY,10477.001800,65.000000,10542.001800,0.001800,65.001800,1.000028,64-69,-1.000000,""
job_7_0,w0,1033,9893.000000,6,14400.000000,1,COMPLETED_SUCCESSFULLY,9893.001800,1033.000000,10926.001800,0.001800,1033.001800,1.000002,2-7,-1.000000,""
job_9_0,w0,3039,10407.000000,18,6076.000000,1,COMPLETED_SUCCESSFULLY,10407.001800,3039.000000,13446.001800,0.001800,3039.001800,1.000001,26-43,-1.000000,""
job_17_0,w0,1686,12679.000000,2,3370.000000,1,COMPLETED_SUCCESSFULLY,12679.001800,1686.000000,14365.001800,0.001800,1686.001800,1.000001,62-63,-1.000000,""
job_19_0,w0,3002,14136.000000,18,6002.000000,1,COMPLETED_SUCCESSFULLY,14136.002400,3002.000000,17138.002400,0.002400,3002.002400,1.000001,34-43 64-71,-1.000000,""
