time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
0.00240003,0,0,0,180,60
134.002,0,0,0,240,0
2684,0,0,0,236,4
2693,0,0,0,240,0
2892,0,0,0,236,4
2899,0,0,0,240,0
2999,0,0,0,236,4
3007,0,0,0,240,0
3060,0,0,0,238,2
3074,0,0,0,240,0
5262,0,0,0,236,4
9566,0,0,0,240,0
9876,0,0,0,238,2
9893,0,0,0,232,8
9929,0,0,0,214,26
10407,0,0,0,196,44
10430,0,0,0,194,46
10460,0,0,0,176,64
10477,0,0,0,194,46
10477,0,0,0,188,52
10542,0,0,0,194,46
10543,0,0,0,192,48
10821,0,0,0,184,56
10926,0,0,0,190,50
11031,0,0,0,184,56
11062,0,0,0,178,62
12679,0,0,0,176,64
13446,0,0,0,194,46
14136,0,0,0,186,54
14136,0,0,0,168,72
14365,0,0,0,170,70
14613,0,0,0,169,71
14613,0,0,0,168,72
14613,0,0,0,167,73
14613,0,0,0,166,74
17138,0,0,0,184,56
17297,0,0,0,160,80
17301,0,0,0,136,104
17445,0,0,0,132,108
17466,0,0,0,136,104
17581,0,0,0,112,128
17586,0,0,0,88,152
17590,0,0,0,64,176
17721,0,0,0,54,186
17761,0,0,0,44,196
17782,0,0,0,34,206
17948,0,0,0,10,230
18062,0,0,0,16,224
18124,0,0,0,14,226
18138,0,0,0,16,224
18139,0,0,0,22,218
18244,0,0,0,18,222
18261,0,0,0,22,218
19610,0,0,0,24,216
19707,0,0,0,32,208
20178,0,0,0,34,206
21585,0,0,0,32,208
21747,0,0,0,42,198
21814,0,0,0,52,188
21843,0,0,0,62,178
22175,0,0,0,61,179
22216,0,0,0,60,180
22383,0,0,0,59,181
22385,0,0,0,60,180
22418,0,0,0,44,196
22443,0,0,0,43,197
22477,0,0,0,45,195
22552,0,0,0,44,196
22554,0,0,0,45,195
22809,0,0,0,69,171
23700,0,0,0,85,155
23962,0,0,0,84,156
23972,0,0,0,83,157
23984,0,0,0,82,158
23994,0,0,0,81,159
24004,0,0,0,80,160
24014,0,0,0,79,161
24024,0,0,0,78,162
24026,0,0,0,76,164
24034,0,0,0,75,165
24044,0,0,0,74,166
24054,0,0,0,73,167
24136,0,0,0,72,168
24146,0,0,0,71,169
24156,0,0,0,70,170
24167,0,0,0,69,171
24177,0,0,0,68,172
24509,0,0,0,76,164
25166,0,0,0,52,188
26348,0,0,0,48,192
26409,0,0,0,44,196
26471,0,0,0,40,200
26516,0,0,0,32,208
27169,0,0,0,24,216
27271,0,0,0,42,198
28213,0,0,0,66,174
28584,0,0,0,62,178
28662,0,0,0,58,182
28720,0,0,0,54,186
28787,0,0,0,50,190
28797,0,0,0,54,186
28846,0,0,0,50,190
28856,0,0,0,54,186
29057,0,0,0,62,178
29104,0,0,0,58,182
29114,0,0,0,62,178
29134,0,0,0,58,182
29144,0,0,0,62,178
29242,0,0,0,38,202
29254,0,0,0,34,206
29264,0,0,0,38,202
29290,0,0,0,34,206
29300,0,0,0,38,202
29729,0,0,0,6,234
30442,0,0,0,14,226
30572,0,0,0,16,224
31020,0,0,0,48,192
31020,0,0,0,16,224
32853,0,0,0,40,200
32853,0,0,0,8,232
32853,0,0,0,7,233
32853,0,0,0,6,234
32853,0,0,0,5,235
32853,0,0,0,4,236
32853,0,0,0,3,237
32853,0,0,0,1,239
32875,0,0,0,25,215
33009,0,0,0,49,191
33233,0,0,0,25,215
33782,0,0,0,27,213
34124,0,0,0,59,181
34142,0,0,0,43,197
34334,0,0,0,39,201
34348,0,0,0,43,197
34442,0,0,0,47,193
34503,0,0,0,51,189
34551,0,0,0,52,188
34565,0,0,0,56,184
34610,0,0,0,54,186
34681,0,0,0,46,194
34923,0,0,0,62,178
35577,0,0,0,61,179
36353,0,0,0,62,178
36528,0,0,0,61,179
36606,0,0,0,62,178
36678,0,0,0,66,174
36756,0,0,0,70,170
36814,0,0,0,74,166
36865,0,0,0,75,165
36956,0,0,0,76,164
37100,0,0,0,77,163
37620,0,0,0,65,175
37685,0,0,0,66,174
37759,0,0,0,67,173
37762,0,0,0,68,172
37768,0,0,0,92,148
37808,0,0,0,93,147
37933,0,0,0,105,135
37950,0,0,0,106,134
38100,0,0,0,107,133
38167,0,0,0,108,132
38244,0,0,0,107,133
38255,0,0,0,106,134
38265,0,0,0,105,135
38278,0,0,0,104,136
38289,0,0,0,103,137
38407,0,0,0,104,136
38648,0,0,0,105,135
38689,0,0,0,106,134
38996,0,0,0,107,133
39236,0,0,0,108,132
41784,0,0,0,106,134
42348,0,0,0,108,132
43331,0,0,0,104,136
43345,0,0,0,108,132
44372,0,0,0,110,130
45177,0,0,0,111,129
45301,0,0,0,110,130
45313,0,0,0,109,131
45323,0,0,0,108,132
45334,0,0,0,107,133
45345,0,0,0,106,134
45500,0,0,0,105,135
45510,0,0,0,104,136
45520,0,0,0,103,137
45530,0,0,0,102,138
45540,0,0,0,101,139
45550,0,0,0,100,140
45560,0,0,0,99,141
45571,0,0,0,98,142
45581,0,0,0,97,143
45591,0,0,0,96,144
45604,0,0,0,92,148
45615,0,0,0,96,144
45673,0,0,0,97,143
46019,0,0,0,93,147
46029,0,0,0,97,143
46091,0,0,0,98,142
46192,0,0,0,99,141
46320,0,0,0,95,145
46330,0,0,0,99,141
46451,0,0,0,95,145
46461,0,0,0,99,141
46926,0,0,0,97,143
47479,0,0,0,99,141
48193,0,0,0,100,140
49764,0,0,0,101,139
50802,0,0,0,102,138
51254,0,0,0,103,137
51368,0,0,0,127,113
52357,0,0,0,126,114
52368,0,0,0,125,115
52379,0,0,0,124,116
52389,0,0,0,123,117
52400,0,0,0,122,118
52789,0,0,0,123,117
53107,0,0,0,124,116
53463,0,0,0,126,114
55361,0,0,0,150,90
